@relation segment

@attribute original numeric
@attribute Hue numeric
@attribute Saturation numeric
@attribute Brightness numeric
@attribute Sobel_filter_0.0 numeric
@attribute Hessian_0.0 numeric
@attribute Hessian_Trace_0.0 numeric
@attribute Hessian_Determinant_0.0 numeric
@attribute Hessian_Eigenvalue_1_0.0 numeric
@attribute Hessian_Eigenvalue_2_0.0 numeric
@attribute Hessian_Orientation_0.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_0.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_0.0 numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Sobel_filter_1.0 numeric
@attribute Hessian_1.0 numeric
@attribute Hessian_Trace_1.0 numeric
@attribute Hessian_Determinant_1.0 numeric
@attribute Hessian_Eigenvalue_1_1.0 numeric
@attribute Hessian_Eigenvalue_2_1.0 numeric
@attribute Hessian_Orientation_1.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_1.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Sobel_filter_2.0 numeric
@attribute Hessian_2.0 numeric
@attribute Hessian_Trace_2.0 numeric
@attribute Hessian_Determinant_2.0 numeric
@attribute Hessian_Eigenvalue_1_2.0 numeric
@attribute Hessian_Eigenvalue_2_2.0 numeric
@attribute Hessian_Orientation_2.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_2.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_2.0 numeric
@attribute Difference_of_gaussians_2.0_1.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Sobel_filter_4.0 numeric
@attribute Hessian_4.0 numeric
@attribute Hessian_Trace_4.0 numeric
@attribute Hessian_Determinant_4.0 numeric
@attribute Hessian_Eigenvalue_1_4.0 numeric
@attribute Hessian_Eigenvalue_2_4.0 numeric
@attribute Hessian_Orientation_4.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_4.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_4.0 numeric
@attribute Difference_of_gaussians_4.0_1.0 numeric
@attribute Difference_of_gaussians_4.0_2.0 numeric
@attribute Gaussian_blur_8.0 numeric
@attribute Sobel_filter_8.0 numeric
@attribute Hessian_8.0 numeric
@attribute Hessian_Trace_8.0 numeric
@attribute Hessian_Determinant_8.0 numeric
@attribute Hessian_Eigenvalue_1_8.0 numeric
@attribute Hessian_Eigenvalue_2_8.0 numeric
@attribute Hessian_Orientation_8.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_8.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_8.0 numeric
@attribute Difference_of_gaussians_8.0_1.0 numeric
@attribute Difference_of_gaussians_8.0_2.0 numeric
@attribute Difference_of_gaussians_8.0_4.0 numeric
@attribute Gaussian_blur_16.0 numeric
@attribute Sobel_filter_16.0 numeric
@attribute Hessian_16.0 numeric
@attribute Hessian_Trace_16.0 numeric
@attribute Hessian_Determinant_16.0 numeric
@attribute Hessian_Eigenvalue_1_16.0 numeric
@attribute Hessian_Eigenvalue_2_16.0 numeric
@attribute Hessian_Orientation_16.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_16.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_16.0 numeric
@attribute Difference_of_gaussians_16.0_1.0 numeric
@attribute Difference_of_gaussians_16.0_2.0 numeric
@attribute Difference_of_gaussians_16.0_4.0 numeric
@attribute Difference_of_gaussians_16.0_8.0 numeric
@attribute Membrane_projections_0_19_1 numeric
@attribute Membrane_projections_1_19_1 numeric
@attribute Membrane_projections_2_19_1 numeric
@attribute Membrane_projections_3_19_1 numeric
@attribute Membrane_projections_4_19_1 numeric
@attribute Membrane_projections_5_19_1 numeric
@attribute class {cell,back,giemsa}

@data
144.666672,20,159,211,19.666666,255,255,170,255,103,0,255,255,146.666672,19,255,255,170,255,93.666664,0,255,255,155.666672,26,254.333328,193.666672,170,255,6.666667,0,255,255,0,162,6.333333,161,38.666668,0,149,0,0,255,255,0,0,160.666672,10,12.666667,3.333333,1.333333,12.333333,0,0.666667,255,190,0,0.666667,1.666667,160.666672,3,5,0,0,3.333333,0,0,167,53.666668,0,0.666667,2.333333,0.333333,162,170.333328,154.333328,255,5,161.333328,back
158.666672,21,153,226,72.666664,253.666672,170,170,216.333328,75,0,255,255,158.333328,64.666664,253.666672,170,170,226,76.666664,0,255,255,159,34.333332,246,187,170,255,50,0,255,255,1,162.333328,17.333334,132,53.333332,0,151.666672,0,0,255,255,1,0,161.666672,9.666667,16.333334,0.333333,7.666667,10.333333,0,0.666667,255,238,1.666667,0.666667,1,161,2.666667,5,0,0,3.333333,0,0,252,51.333332,2.333333,1,2,1.333333,163,168,156.333328,255,3.666667,162.666672,back
165.333328,20,145,233,75.666664,192.666672,85,85,170,0,0.333333,255,255,165.333328,70.333336,191,85,85,170,0,0.333333,255,255,164.666672,53.333332,188.666672,60.333332,0,181.666672,0,0,255,255,1.333333,165.333328,26.333334,47.333332,0,85,28.333334,0,0.333333,255,255,2,0.666667,163,8.666667,17.666666,0,33.333332,4.333333,0,0.666667,255,246.666672,3.666667,2,2,161,2.333333,5.666667,0,0,2.333333,0,0,255,50,5,3.666667,4,1.666667,163,167.333328,156.666672,255,3.333333,163,back
172,20,136,236,96.333336,255,0,85,122.666664,0,0,255,255,172,87.333336,255,0,85,122,0,0,255,255,172,42,255,0,85,114,0,0,255,255,1,168,19,110,0,176.333328,12.333333,0,0.333333,255,255,4,3.666667,164,6.666667,21,0,142,0.666667,0,0.666667,255,142.666672,8,8,4.333333,161.333328,1.666667,6,0,0,2.333333,0,0,255,48.333332,10.666667,10.666667,6.666667,2.333333,163.666672,171,156.666672,255,4.666667,162.666672,back
179,22,129,238,82.333336,255,0,85,166.666672,0,0.666667,255,255,178.333328,74,255,0,85,157.333328,0,0.666667,255,255,173.333328,30,243,0,85,121.333336,0,1,255,255,4.333333,169,9,119,0,218,15.666667,0,0.333333,255,255,9.333333,4.333333,164.666672,4.333333,24,0,204.333328,0,0,0.666667,255,117.333336,13.333333,9,4,161.666672,1,6,0,0,2.333333,0,0,255,47.333332,17,11.666667,7.666667,3,163.666672,169.666672,158,255,4.333333,162,back
154,16,140,218,92.666664,255,255,170,255,23,0.333333,255,255,156,85.333336,255,255,170,255,22,0.333333,255,255,165,46,128,116.333336,85,153,8.666667,0.333333,255,255,0,167.666672,16.333334,47.333332,0,85,19.333334,0,0.333333,255,255,0,0,164.666672,2.666667,26,0,204.666672,0,0,0,255,154,0,0.333333,2.666667,161.666672,1,6.333333,0,0,2,0,0,255,45.666668,0,3,6,3.333333,162.333328,167.333328,157.666672,255,3,162,back
167.333328,17,131,230,59.666668,255,255,170,255,26.666666,0.666667,255,255,167.333328,56,255,243,170,255,23,0.666667,255,255,167,36.333332,143.333328,83,85,183.666672,0,0.666667,255,255,0.333333,168,15.666667,66,0,170,20.333334,0,0.333333,255,255,0,0,164.666672,3.666667,27.666666,0,244,0,0,0,255,180.666672,2.666667,2.333333,3.333333,161.333328,1,5.666667,0,0,2.333333,0,0,255,47.666668,5.333333,6,6.666667,3.333333,162.666672,168.666672,154.666672,255,4.666667,162.666672,back
173.333328,19,128,234,42,244.666672,0,85,110,0,0,255,255,173.333328,40,240,0,170,94.333336,0,0,255,255,172,27.666666,193.666672,0,170,23,0,0.333333,255,255,1.666667,168.333328,14.666667,79,0,188.666672,3.666667,0,0.333333,255,255,5,3.666667,164.333328,5,27.666666,0,221,0,0,0,255,242.666672,9.333333,7.666667,4,161.333328,1,5.333333,0,0,3,0,0,255,48,11.666667,10.666667,6.666667,3,163,170,154.333328,255,4.666667,164.333328,back
179,17,125,242,47,255,0,170,51.333332,0,0,255,255,178,45,255,0,170,47.333332,0,0,255,255,172.333328,33,254.333328,0,170,18.333334,0,0.666667,255,255,5.666667,167.333328,17.666666,80.666664,0,255,0,0,0.333333,255,255,10.333333,5,163.333328,6,25.666666,0,88,1.333333,0,0,255,255,14.666667,9,3.666667,161.333328,1,5,0,0,3.333333,0,0,255,45.666668,16.666666,11.333333,5.666667,2,162.333328,171.333328,152,255,5.666667,162.333328,back
167,14,132,234,91,243,98.333336,0,255,0,0,255,255,166.333328,83.666664,238,97,0,255,0,0,255,255,166,47.666668,179.666672,14.333333,0,186.666672,0,0,255,255,1.666667,165.333328,22,73.666664,0,170,17.666666,0,0,255,255,2,0.666667,162.666672,6,22.666666,0,0,8.333333,0,0,255,255,4,3,2.666667,161.333328,0.666667,5,0,0,3.666667,0,0,198.333328,41.666668,5.333333,4.333333,4.333333,1.666667,162.333328,168.666672,152,255,5,163,back
150.666672,18,143,213,62.666668,255,255,0,255,0,0,255,255,152.666672,60.333332,255,255,0,255,0,0,255,255,161,46.666668,255,120.333336,0,255,0,0,255,255,0,163.666672,25,89,0,0,69.666664,0,0,255,255,0,0,162,5.333333,20,0,0,14.333333,0,1.333333,255,255,0,0,1.666667,161.333328,0.666667,4.333333,0,0,3.333333,0,0.666667,130.666672,35.666668,0,0.333333,2.333333,1,161.666672,167.333328,154.666672,255,4.333333,161.666672,back
189.333328,20,111,243,126.666664,255,0,255,0,0,0.666667,255,255,187.333328,114.333336,255,0,255,0,0,0.666667,255,255,176.333328,47.333332,255,0,255,0,0,0,255,255,10.666667,164.666672,9.333333,162,0,0,57.666668,0,0,255,255,22.666666,11.666667,161.666672,4,16.333334,0,0,14.333333,0,0,207.333328,252,26,15.333333,3,161.333328,0.333333,4,0,0,3,0,0,85.666664,27.666666,26,15.666667,3.333333,0.333333,162,168,142.666672,255,7.333333,164.333328,back
197,18,110,254,94.666664,255,0,255,0,0,0.333333,255,255,194.333328,87,255,0,255,0,0,0.333333,255,255,179.666672,45.666668,255,0,255,0,0,0.666667,255,255,14.666667,164,16.333334,135,0,170,11.333333,0,0,255,255,30.333334,15.333333,161,2.666667,11.333333,5.333333,1.666667,12,0,0.666667,255,188,33.333332,18.333334,3.333333,161.333328,0.333333,3,0,0,2.666667,0,0.666667,60,20.666666,33,18,2.666667,0,162.666672,170,152.333328,255,5,162.333328,back
181.333328,19,128,245,135.333328,255,0,170,115,0,0.666667,255,255,179.333328,125.666664,255,0,170,113.666664,0,0.666667,255,255,170,78,255,0,255,32.333332,0,0.666667,255,255,9.333333,162,22.666666,77.333336,0,170,12.333333,0,0.666667,255,255,17.666666,8,160.666672,2,10.666667,11.333333,20.666666,13.666667,0.333333,1,174.333328,139,18.666666,9.666667,1.333333,161.666672,0.333333,3,0,0,1.666667,0,0.666667,46,14,18,8.666667,1,0,162,170,154,255,5,161.333328,back
160,21,147,225,114.333336,254.333328,85,85,170,0,1,255,255,159.666672,106.333336,246,85,85,170,0,1,255,255,158.333328,70.333336,199,85.666664,0,183.333328,0,0.666667,255,255,2,158.666672,22.666666,89.666664,25.333334,0,120.333336,0,0.666667,255,255,2,0.333333,160.333328,2.333333,16,18.666666,52.666668,21,0.333333,1,255,208,1.666667,0.333333,0,161.666672,0.333333,2.666667,0,0.333333,1,0,1.333333,34.666668,8,1.666667,0.333333,0,0,160.333328,169.333328,151,255,6,160.333328,back
146,18,160,217,79.333336,255,255,0,255,0,1,255,255,146.333328,74.333336,255,255,0,255,0,1,255,255,149.333328,47.333332,255,235.333328,0,255,0,1,255,255,0,156,22,157.333328,131,0,217.666672,0,1,255,255,0,0,160.333328,3,21.333334,26,103,25.333334,1.666667,0.333333,255,231,0,0,0,161.666672,0.333333,2.333333,0,1.333333,0.333333,0,1,22,3.666667,0,0,0,0,161,170.666672,152.333328,255,5.333333,160.666672,back
149,16,164,228,107.333336,255,170,0,255,0,0.666667,255,255,149.333328,96.666664,255,170,0,255,0,0.666667,255,255,148.666672,57.333332,255,178.333328,0,255,0,0.666667,255,255,2,153.666672,24.333334,199,208.666672,170,236,0,0.333333,255,255,2,0.333333,160.333328,4,24.666666,31.333334,140,27,4.666667,0,255,206.333328,0.666667,0,0,161.666672,0.666667,2.333333,0,2.666667,0,0,0.333333,16.666666,1.666667,0.333333,0,0,0,161.666672,169,149.333328,255,6.666667,163.333328,back
208.666672,2,67,252,193.333328,255,0,85,170,0,0,255,255,205,192.666672,255,0,85,169.666672,0,0,255,255,187.333328,171,255,0,170,121.666664,0,0,255,255,18,172.333328,97.333336,182,1.333333,85,106.333336,0,0,255,255,33.333332,15.333333,172.333328,21.666666,23.666666,24,30.333334,32.666668,0.333333,0,255,244.333328,33,15,1,172.333328,1.333333,7.333333,0,0,5.666667,0,0,202.666672,112.333336,32.666668,15.333333,1,0,171.333328,178.333328,158.333328,255,6.333333,172.333328,back
148,31,75,169,255,255,91.666664,85,255,0,0,255,255,148,251.666672,255,99.666664,85,255,0,0,255,255,149,226,255,225,85,255,9.666667,0,255,255,3,157,101,224,246,255,214.333328,96,0,255,255,1.666667,0,169.333328,18.666666,49.666668,65.666664,255,50.666668,14.333333,0,255,219,0,0,0,172.333328,1.333333,6.333333,0.333333,0,5.333333,0,0,175.333328,85.666664,0,0,0,0,166,171.666672,161,255,3.666667,165.666672,back
115.666664,38,155,149,252.666672,255,255,255,255,115.666664,0,255,255,116.666664,247,255,255,255,255,123.666664,0,255,255,126.666664,207.333328,255,255,255,255,155.333328,0,255,255,0,151,72,255,255,255,255,130,0,255,255,0,0,169,15,57.666668,73.333336,255,61.666668,12,0,255,255,0,0,0,172.333328,1.666667,5,0.333333,0,4.333333,0,0,186.666672,52.333332,0,0,0,0,165,173.333328,156,255,5.666667,165.666672,back
176.666672,14,105,229,255,255,0,0,255,0,0.666667,255,255,176.666672,253.666672,255,0,0,255,0,0.666667,255,255,173.666672,196.333328,255,0,0,255,0,1,255,255,3,167.666672,82.666664,166.666672,12.666667,0,209.333328,0,1,255,255,9.333333,6,169.666672,12.666667,35,37,52.333332,45,0,0.333333,255,255,7,4,0,172.666672,2,3,1,0.333333,2,0,0,103.666664,15.333333,5,1.666667,0,0,172,181,158.666672,255,7.666667,174.333328,back
205,18,96,255,104,255,0,255,37.333332,0,1,255,255,202.333328,102.333336,255,0,255,41.666668,0,1,255,255,187.666672,91.666664,255,0,255,92.666664,0,1,255,255,14.333333,173.666672,57,220,0,0,119,0,1,255,255,28.666666,14,170.333328,11.666667,24.333334,16.666666,0,37,0,1,255,255,32,17.333334,3.666667,172.666672,2.333333,2.333333,1,0.666667,1.666667,0.333333,0,52.333332,10,29.333334,15.333333,1.333333,0,173,181,161.666672,255,7,174.666672,back
185.333328,18,104,236,93.333336,255,0,255,14.333333,0,0,255,255,185.333328,87,255,0,255,5.666667,0,0,255,255,185,49,255,0,255,0,0,0.333333,255,255,1,178.333328,6.666667,203.666672,0,255,12,0,1,255,255,6.666667,6.333333,172,8,22,0,0,24.333334,0,1,255,255,13.333333,12.666667,6.666667,173,2.333333,2.333333,0.666667,0.333333,1.333333,0,0,38,5,12.333333,12,5.333333,0,173.333328,178.333328,162.666672,255,4.333333,173.666672,back
175,23,96,214,59,255,141,85,255,0,0,255,255,175.333328,56,255,133.666672,85,255,0,0,255,255,177.333328,38.333332,247.666672,61.666668,0,201.666672,0,0,255,255,0.333333,177,12,121.333336,0,169.333328,22,0,0.333333,255,255,1.333333,1,172.333328,5.333333,21.333334,0,0,19,0,1,255,255,4.333333,4.666667,4.666667,173,2.333333,2.333333,0.666667,0,1.333333,0,0,45.666668,6.666667,3.666667,4.333333,4.333333,0,172.666672,177,165,255,4.333333,173.333328,back
172.666672,20,102,217,45.333332,184,29.333334,0,134.666672,0,0,255,255,172.666672,42,179,33.333332,0,131.333328,0,0,255,255,172.333328,25.333334,135.333328,49.666668,0,118.333336,0,0,255,255,0.666667,172.333328,13.333333,72.666664,47.333332,0,90,0,0,255,255,0.666667,0.666667,173,3.666667,6.666667,2.333333,3,6.666667,0.666667,1.333333,115,106.666664,0.666667,1,0.333333,173.666672,2,3.333333,0,1,1,0,0,127.666664,14.666667,0.333333,0.666667,0,0,172.666672,179.333328,162.333328,255,5,172.666672,back
165.666672,14,107,216,93.333336,211,176.333328,85,219.666672,0,1,255,255,166.333328,84.666664,213,171.333328,85,220.666672,0,1,255,255,168.666672,39.333332,190.333328,141,85,204.333328,0,1,255,255,0,171,13.333333,80.333336,63.666668,85,101.333336,0.333333,0,255,255,0,0,173,5.333333,14.666667,14,26,17.666666,1.333333,0,255,181,0,0,0,173.666672,1.333333,4.666667,0,0.666667,1.666667,0,0,204.333328,27.333334,0,0,0,0,173.333328,178.666672,168.333328,255,3.333333,172.666672,back
132,0,123,194,63.666668,255,255,255,255,187.333328,1.333333,255,255,137.666672,59.666668,255,255,255,255,177.333328,1.333333,255,255,162,39,245.666672,240.666672,170,255,119.666664,0.666667,255,255,0,172.666672,21,75.333336,67.666664,170,59.666668,15,0.333333,255,255,0,0,173.666672,7,11.666667,10.666667,12.333333,14.333333,0.333333,0,255,146.333328,0,0,1,173.666672,0.666667,5.666667,0,1,1.666667,0,0,255,40.666668,0,0,1,0.333333,174.333328,180.666672,169.666672,255,3.666667,174,back
186.333328,22,93,227,30.333334,255,0,85,141.666672,0,0.666667,255,255,186.333328,27.666666,255,0,85,127.666664,0,0.666667,255,255,183.666672,18.333334,239.666672,0,170,61.333332,0,0.666667,255,255,2.333333,178,13.666667,87.333336,0,255,0,0,0.666667,255,255,8.333333,5.666667,175.333328,8.666667,7.333333,0,14.666667,1,0,0.333333,255,29.666666,10.666667,8,2.666667,173.666672,1.333333,8.333333,0,0.333333,2,0,0,255,76.666664,12.333333,10,4,1.666667,175.333328,179,170.333328,255,3,175.666672,back
176.666672,22,94,216,112.666664,255,103,0,255,0,0,255,255,176.333328,107.333336,255,101.333336,0,255,0,0,255,255,174.333328,72.333336,237,85.666664,85,243.333328,0,0,255,255,2,175,16.333334,76.333336,49.333332,0,81.666664,0,0,255,255,2.666667,0.333333,175.333328,7.666667,11.333333,0.333333,0,7.666667,0,1,253.333328,203,3,0.666667,0.666667,173.666672,1.333333,6.666667,0,0.333333,2,0,0,255,56.333332,3.666667,1.666667,1.333333,1.666667,174,179.666672,170,255,3,174,back
159.333328,26,108,198,79.333336,255,255,170,255,170,0.666667,255,255,160.333328,72.666664,255,255,170,255,170,0,255,255,165.666672,40.333332,255,223.666672,170,255,170,0,255,255,0,174.333328,12,115.666664,131,170,129,27.333334,0,255,255,0,0,176.333328,7.333333,16.333334,0,11,3,0,1,255,181,0,0,0,173.333328,2.333333,8,0,0.333333,2.666667,0,0,255,85.666664,0,0,1.333333,2.666667,174,179.333328,169.666672,255,3.333333,174,back
161.666672,26,115,204,79.333336,255,255,170,255,92,0,255,255,162.333328,75.666664,255,254,170,255,88.333336,0,255,255,167.666672,56.666668,255,226,170,255,57.666668,0,255,255,0,175,19.666666,82.666664,91,170,96.666664,9.666667,0,255,255,0,0,175.666672,7,19,0,0,10,0,1,255,255,0,0,0,173.333328,2.333333,7,0,0,2.666667,0,0,255,70.666664,0,0,1.666667,2.333333,175.333328,179.333328,170.666672,255,3,174.666672,back
160.333328,27,118,203,126.333336,245,255,255,244.666672,196,0,255,255,162,119,236.666672,255,255,234.333328,196.333328,0,255,255,169.333328,76.333336,196,202.666672,255,199.666672,152.666672,0,255,255,0,177,22,79,66,0,94.666664,0,0.666667,255,255,0,0,176.333328,7,23.666666,0,24.333334,5.333333,0,1,255,253.333328,0,0.333333,0.666667,173,3,8.333333,0,0,3.666667,0,0,255,110.666664,0.333333,1.333333,3.666667,3,175.666672,183,171,255,4,175,back
185,16,104,237,135.333328,255,0,0,215.333328,0,1,255,255,184.666672,127,254.666672,0,0,206.666672,0,1,255,255,182.333328,77.666664,228.333328,0,0,138,0,1,255,255,2.333333,179.333328,14.666667,126,0,0,71,0,1,255,255,5.333333,3.333333,175.666672,7.666667,22,0,0,13,0,1,255,255,9,7,3.666667,173,2.333333,7.333333,0,0,3.333333,0,0,255,91.666664,11.666667,9.333333,5.666667,2.666667,176.333328,185,170.666672,255,5,175.333328,back
194.666672,6,83,244,75.666664,255,0,170,75.333336,0,1,255,255,194,72,255,0,170,75.666664,0,1,255,255,188.666672,53.666668,255,0,170,88,0,1,255,255,5.666667,178,32.666668,189.666672,0,0,105.333336,0,1,255,255,15.666667,10.666667,174.333328,10,13.666667,1,0,13,0,0.666667,255,250.666672,19.333334,14.333333,3.666667,173,3,7.333333,0,0,4.333333,0,0,255,121,21,15.666667,5.333333,1.666667,174.666672,183.333328,167.666672,255,5,173,back
185,14,81,225,144.333328,255,0,85,138.666672,0,0,255,255,184.333328,140,255,0,85,136.666672,0,0,255,255,179.333328,109.666664,246,0,85,136,0,0.333333,255,255,5,173.666672,51,104.333336,0,0,101.333336,0,0.666667,255,255,10.666667,5.666667,173.666672,9.333333,14,13,17,17.666666,0,1,255,196.666672,10.666667,5.666667,0.333333,173,2.666667,6.666667,0,0,4.333333,0,0,223.666672,99.333336,11,6.333333,1,0.666667,172.666672,180,167.666672,255,3.666667,172,back
165.333328,24,117,212,180.333328,229,147,85,227,35.333332,0,255,255,165.333328,177,223,150.333328,85,223.666672,39.333332,0,255,255,165.666672,140.333328,177.333328,180,170,187.333328,50.666668,0.666667,255,255,0.333333,168,56.666668,117,158.333328,255,112.666664,46.333332,0.666667,255,255,0.333333,0,173,9.666667,18,22.333334,118,16.666666,7,0,192.333328,70.333336,0,0,0,173,3.333333,7.666667,0,0,5.333333,0,0,255,154,0.333333,0,0,1,171,175.666672,166.666672,255,3.333333,171,back
149,30,141,195,156,255,223.333328,170,255,50.333332,0,255,255,149.666672,148.666672,255,229.333328,170,255,59,0,255,255,152.666672,105,238.666672,249,255,252.666672,100.666664,0,255,255,0.333333,162.666672,41.333332,203,214.666672,255,205.333328,84.333336,0,255,255,0,0,171.666672,7.666667,28,38.666668,175,28,10.333333,0,255,165.333328,0,0,0,173,3,6.666667,0,0,5.333333,0,0,235.666672,125,0,0,0,0.333333,170,175.333328,161,255,4.333333,171.333328,back
135.333328,27,157,188,113.666664,255,255,255,255,113.666664,0,255,255,136.666672,106,255,255,255,255,118,0,255,255,146,63.666668,255,255,255,255,135.666672,0,255,255,0,160.666672,20,214,226,255,225,45.666668,0,255,255,0,0,171,4.666667,34.666668,47.333332,191,36.666668,11,0,255,205.666672,0,0,0,173,2.333333,5.666667,0,0,4.666667,0,0,202,97.333336,0,0,0,0,169.666672,175,156.666672,255,6,171.666672,back
177.333328,19,103,224,54.666668,166.333328,10,0,164.666672,0,0.333333,255,255,177.333328,51.666668,158,10,0,160,0,0.333333,255,255,177,35,112.666664,6,0,113,0,0.333333,255,255,0.666667,176.333328,10.333333,65.666664,0,0,41.666668,0,0.666667,255,255,1.333333,0.666667,174.333328,4.666667,15.333333,0,0,10.333333,0,0.333333,255,255,3,2.666667,2.333333,173.666672,0.666667,2.333333,0,1,0,0,0.666667,18.666666,2,3.333333,3,2.333333,0.666667,174.666672,182,171,255,3,173.666672,back
163.666672,22,121,214,43,255,255,255,255,129,0,255,255,164,39.666668,255,255,255,255,125.666664,0,255,255,168.333328,24.666666,203.333328,231.333328,255,213,87.666664,0,255,255,0,173.666672,9.666667,65.333336,89.666664,227.333328,65.333336,24.333334,0,255,204.666672,0,0,175.333328,3.666667,7,0,3.333333,3,0,0.666667,255,87,0,0,0,173.666672,0.333333,4.666667,0,4.666667,0,0,0.333333,147.333328,11.333333,0,0,0.333333,1,174,177.666672,168.666672,255,3.333333,173.666672,back
173.666672,15,102,222,44.333332,202.333328,83.333336,85,224.333328,9,0,255,255,173.666672,42,194,78.666664,85,214.333328,10.666667,0,255,255,173.666672,26.333334,115,65,85,142,18,0,255,255,0.666667,174.666672,9,44.333332,42.666668,85,60,5.333333,0.333333,255,255,0.333333,0,175.666672,3,4.666667,0,0,2.666667,0,0.333333,209.666672,48.666668,0,0,0,173.666672,1.333333,7.333333,0,12,0.333333,0,0,255,36.666668,1.333333,1,1,2,175.666672,178.333328,172.333328,255,1.666667,175.333328,back
179.666672,15,92,224,30.666666,208.333328,0,170,71.333336,0,0.666667,255,255,179.333328,29,198.333328,0,170,65.333336,0,0,255,255,177.333328,19,126.333336,9,170,35.666668,0,0,255,255,2,175.666672,7,28.333334,13,63.333332,31.666666,2,0,255,228.666672,3.666667,1.666667,176,3,5.333333,0,1,5,0,0,90.666664,95,3.666667,1.666667,0,173.333328,2.666667,9.666667,0,14.333333,0.333333,0,0,255,66,5.666667,4,2.333333,2.666667,176,179.333328,173,255,2.333333,176,back
179.333328,15,93,224,30.333334,175.666672,20,170,59.666668,0,0.333333,255,255,179,27.666666,167.666672,18,170,54.666668,0,0.333333,255,255,178,14.666667,105,9.666667,170,31,0,0.333333,255,255,1.666667,176.666672,5.666667,21.666666,4,47,14.333333,0,0,255,255,3,1.666667,176.333328,2,7.666667,0,7.666667,5,0,0,214.666672,118.333336,3,1.333333,0.666667,173.333328,3.333333,10.666667,0,20.333334,0.333333,0,0,255,82.333336,6,4.666667,3.666667,3,176.333328,180.333328,173.333328,255,2.333333,176,back
176,17,106,226,31.666666,194.666672,117,85,170.666672,0,0.666667,255,255,176.333328,29,186,114.666664,85,173,0,0.666667,255,255,176.666672,16.666666,95.666664,50.333332,0,109,0,0.666667,255,255,0.666667,177,6,25.333334,1,70.333336,17.666666,0,0.333333,255,208,1,0.333333,177,1.666667,9,0,9.333333,4.666667,0,0,255,155.666672,1,0.333333,0.333333,172.666672,4.333333,12,0,20.333334,0.666667,0,0,255,121.666664,3.333333,4,4.333333,4,177.333328,182.333328,173.333328,255,2.666667,177,back
176.333328,17,102,224,23,195.666672,85,85,209.333328,0,0.333333,255,255,176,20.333334,185.666672,85,85,207.333328,0,0.333333,255,255,176.666672,10.333333,92,55.333332,0,119.666664,0,0.333333,255,255,0.666667,177.333328,4.666667,26.333334,7,12,20.333334,0,0,255,255,0.333333,0,177,1.333333,9.666667,0,19.333334,3.666667,0,0,255,138.333328,0.333333,0,0.666667,172.666672,4,11.333333,0,27.333334,0.333333,0,0,255,93,3.666667,3.666667,4.666667,3.666667,177,180.333328,174,255,2,176.666672,back
178,21,102,222,24.666666,168.333328,0.666667,0,152,0,0.333333,255,255,178,22.666666,156,0,0,139.666672,0,0.333333,255,255,178,12.333333,91.666664,0,0,76,0,0.666667,255,255,0.666667,177.333328,4.666667,31.666666,0,0,26,0,0,255,255,1,0.666667,176.333328,1.666667,11,0,50.666668,0,0,0,255,55.666668,1.666667,1.333333,0.666667,172.666672,3.333333,10.333333,0,35.333332,0,0,0.333333,255,45.666668,5.333333,5.333333,4.333333,3.666667,176,179.333328,172.333328,255,2.333333,176.333328,back
180.666672,16,103,231,27,182.666672,33.333332,170,52.333332,0,1,255,255,180.333328,24.666666,173,27.333334,170,49,0,1,255,255,178.666672,14.333333,94.666664,0,85,34.666668,0,1,255,255,2,177.333328,4.333333,23,1.333333,38,12.666667,0,0.666667,255,226.333328,3.333333,1.333333,176.333328,2.666667,16,0,82.333336,1.666667,0,0.666667,255,117.666664,4.333333,2.666667,1,173,2.666667,8.333333,0,27,0,0,0.333333,255,18.333334,7.666667,6,4.333333,3.333333,175.333328,180.333328,171,255,3,175.333328,back
176.333328,21,104,222,28,166,46.666668,0,173.333328,0,0,255,255,176.333328,26.333334,154.333328,43.666668,0,167,0,0,255,255,177,15.333333,91,25.333334,0,91.666664,0,0,255,255,0,177.666672,4,29.333334,4,85,9,0,0.666667,255,255,0,0.333333,175.666672,6,21,0,68,5.333333,0,1,255,213.666672,1.333333,2,2,172.666672,3,6,0,15.666667,0,0,0.333333,230,6.333333,3.666667,4.666667,4.333333,2.666667,174.666672,180,170,255,3.333333,174.333328,back
